Region,Building type,Number of rooms,Form of ownership of plot,Year,Information,value
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2015,Number,
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2015,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2016,Number,
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2016,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2017,Number,
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2017,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2018,Number,
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2018,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2019,Number,
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2019,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2020,Number,
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2020,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2021,Number,
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2021,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2022,Number,
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2022,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2023,Number,
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2023,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2024,Number,
Whole country excluding Greater Helsinki,Building types total,Two-room flat,Plot forms in total,2024,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2015,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2015,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2016,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2016,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2017,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2017,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2018,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2018,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2019,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2019,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2020,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2020,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2021,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2021,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2022,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2022,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2023,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2023,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2024,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Own plot,2024,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2015,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2015,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2016,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2016,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2017,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2017,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2018,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2018,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2019,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2019,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2020,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2020,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2021,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2021,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2022,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2022,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2023,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2023,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2024,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Rented plot,2024,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2015,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2015,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2016,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2016,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2017,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2017,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2018,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2018,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2019,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2019,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2020,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2020,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2021,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2021,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2022,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2022,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2023,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2023,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2024,Number,
Whole country excluding Greater Helsinki,Building types total,Three-room flat+,Plot forms in total,2024,Price per square meter (eur/m2),
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2015,Number,683.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2015,Price per square meter (eur/m2),2725.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2016,Number,609.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2016,Price per square meter (eur/m2),2770.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2017,Number,774.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2017,Price per square meter (eur/m2),2918.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2018,Number,716.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2018,Price per square meter (eur/m2),2933.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2019,Number,552.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2019,Price per square meter (eur/m2),3000.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2020,Number,548.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2020,Price per square meter (eur/m2),3155.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2021,Number,639.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2021,Price per square meter (eur/m2),3342.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2022,Number,442.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2022,Price per square meter (eur/m2),3466.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2023,Number,186.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2023,Price per square meter (eur/m2),3355.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2024,Number,131.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Own plot,2024,Price per square meter (eur/m2),3479.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2015,Number,480.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2015,Price per square meter (eur/m2),2561.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2016,Number,504.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2016,Price per square meter (eur/m2),2645.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2017,Number,577.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2017,Price per square meter (eur/m2),2690.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2018,Number,494.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2018,Price per square meter (eur/m2),2766.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2019,Number,577.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2019,Price per square meter (eur/m2),2855.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2020,Number,567.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2020,Price per square meter (eur/m2),2958.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2021,Number,681.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2021,Price per square meter (eur/m2),3091.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2022,Number,481.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2022,Price per square meter (eur/m2),3387.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2023,Number,154.0
Whole country excluding Greater Helsinki,Terraced houses,Total,Rented plot,2023,Price per square meter (eur/m2),3285.0
